id,label,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
FN004,2,-0.0955298671633021,-0.014236118149032362,-0.04504896461749789,0.022290177894903423,0.06291670890796214,-0.008376973996952464,-0.010744805667649791,0.054554807653700584,-0.1387164527832971,0.000345138189655422,0.031168399391280587,-0.035000427964756387,-0.20138422890234986,-0.04241833927559007,-0.05499930102701184,-0.005704168287672967,0.06141541274827863,-0.07718004025411387,-0.05529521261373845,0.05032149181958452
FN005,2,-0.10640300037208356,-0.034865906952015566,-0.044934405197702115,-0.013385323537453787,0.021899689259447228,-0.0054177477636353655,0.017417077363991177,0.016317956925301337,-0.06503840768176754,0.0018976266726364798,0.037883895820268444,-0.034870706624815256,-0.11883216555172213,0.035010849501380524,-0.09550636532919106,0.009584486034551634,0.014898947024297391,-0.059818925480280095,-0.07367165142986003,-0.07412745821746912
FN006,2,-0.09730186746054358,-0.02637872940889835,-0.03839626775444075,0.02155956137646839,0.0542095369440898,-0.020158341848508152,0.004276089058040849,0.07654925990547891,-0.1568014029882917,-0.011912904260284095,0.041419862390287256,-0.03265703700576402,-0.1900622384278431,-0.05714072738966012,-0.050404969003882444,-0.030285406575048846,0.04941964431011456,-0.023376658304022826,-0.02061853131100125,0.08844056582767586
FN007,2,-0.09356447525074234,-0.005355917708569737,-0.03189238678210145,0.009215893707216148,0.04183871738932396,-0.006416349315115728,0.007991808824610593,0.05350212199406855,-0.11141552088304398,0.0037368210663000184,0.03753542439794388,-0.04102545052914332,-0.1592403748798521,-0.050555862121507665,-0.0375958824695787,-0.004054483238785642,0.031258293978869096,-0.009454262615693787,-0.06941000981587966,0.005822256225826527
FN008,2,-0.12854048865489287,-0.06633229630583026,-0.1028072173239523,-0.05395562245626065,0.07211783987777899,-0.08935420173040465,-0.02809301768017257,0.25712196482621164,0.156306261056693,0.02560766075451621,-0.03418378702808176,-0.026772996165083635,0.03691525599615045,-0.04521831680875862,0.05225586362232617,0.09821584553825516,-0.06678788727213278,-0.01073306596350416,-0.05414249937815509,0.041736190161009594
FN009,2,-0.12989898889157053,-0.0467540789091007,-0.07753532854411804,-0.048269743305897124,0.016754762846935185,0.0024905260199534506,-0.020968588155995987,0.0883530447423604,-0.09111983716429892,0.055259338075376516,-0.08068360070007144,-0.05367249885712922,-0.004474034374291465,-0.09743602962341917,-0.3740600277727462,-0.25059628482387236,-0.4012642009945857,-0.08498945798265214,-0.04726248855661159,0.07366252285876893
FN010,2,-0.10216076203856242,-0.043638320784668214,-0.043722389124458444,-0.011280246619247898,0.04612217296796863,-0.018667164047593394,-0.011084772189619233,0.16311401234417033,0.0732692949375416,0.028794289956543737,0.019017193994980853,-0.013249138125857561,0.04147324623871944,0.06861295609817088,-0.14880218032998838,0.0145389333101982,0.045263659593782805,0.0020399673158701987,-0.09662237166279132,-0.047020540340862234
FN011,2,-0.11929052735503516,-0.06295993244177542,-0.0011544816537820274,-0.01373785339915432,0.04805865868004916,-0.04287081744945139,0.008313463375345324,0.06713976430844652,-0.09068517852870825,-0.0016329918115030781,-0.017664535281196308,-0.01588275562251175,-0.02434684127354983,-0.051135283652066835,-0.04456863978604982,0.10578123073650435,-0.2127564985305177,-0.09997584955291335,0.01790814669623982,0.055474939533573145
FN012,2,-0.13459754694940382,-0.05176134846999578,-0.0780153300291322,-0.04736247937557841,0.001965545118536384,0.005065480389218608,-0.019312244158137974,0.09087673998029563,-0.12336231967397165,0.050764915749109615,-0.09278203511814453,-0.04150929813345524,0.006677897802998604,-0.09019104170626646,-0.3548662247927711,-0.23443052441725917,-0.40111713584444486,-0.09256016204572354,-0.035341443156306385,0.07998551841451948
FN013,2,-0.12147483059444614,-0.0650921076767481,0.0037998678774678538,-0.039432322766008186,0.02022309317489299,-0.02740576401269902,0.003656120888719703,0.05510956733600594,-0.049598718229068965,-0.019411541539586116,0.0023412706583646973,0.00982606373021721,0.00574964315935975,-0.06853898474283575,-0.02313047372907469,0.057350713059532404,-0.15254365924608876,-0.09898354805018171,0.032745714288155384,0.0026521126455188843
FN014,2,-0.10576267330802336,-0.04525506902175712,-0.0071825909808521955,-0.005247857634965378,0.009821546678250727,-0.009593433720738814,-0.001140681076894599,0.04598137892182361,-0.07712295561100645,0.0053990732417890305,0.001777568909748854,0.020859733831458303,-0.013079765706015593,0.028718269009640876,-0.05084034036401995,0.020662223739898684,0.022316903533941064,0.01258599336405886,-0.018194816949656013,-0.13249448136799202
FN015,2,-0.11273770591280731,-0.05272446512941258,-0.024859616083438153,-0.00830526222864787,0.07193012958962691,-0.06724031636663373,0.0024235192649246953,0.029314797372906893,-0.05257757863144445,-0.009899790223513179,0.024785360078047932,0.007151219779152716,-0.05734652549119211,-0.006218440664080174,0.05674683114998688,-0.007142417429185029,0.007276042435389307,-0.010574414939782032,0.016615554817043736,0.006399223190108424
FN016,2,-0.12428260761420924,-0.0561209890457317,-0.049376737762345156,-0.02336941217061873,0.014120272732680914,-0.03535013917859975,-0.012813319884709889,0.07301674774213551,-0.06567547364679939,-0.0038439228631403258,-0.021476596923141793,-0.005433583673290686,-0.06065390541366832,-0.07424161126988314,0.04863509110465676,-0.05848352975142873,0.024821661144508556,-0.06205745146366784,0.046895740384830374,-0.006107088755896755
FN017,2,-0.12927822676403858,-0.058486605781986216,-0.085458558951279,-0.021766269137097838,0.08078111999614898,-0.0692463227974473,-0.02893189837053592,0.1751923390801111,0.021369714360500884,0.03520554886254992,-0.13798117591162373,-0.03780994626694211,-0.03670203791872457,-0.1651509956038764,0.46507431557769147,-0.16296302097250182,-0.10278634474188406,0.07516791675432342,-0.09074306690654085,-0.14299262358857637
FN018,2,-0.11273068799536677,-0.032877890135945255,-0.044196945802795325,0.0035852707254972914,0.05032667916484591,-0.047160327831064844,0.013160695238648816,0.03166824231370965,-0.04541771986030963,0.01199640255457781,-0.032072646509298926,-0.00712867441396871,-0.0585745416373092,-0.037711450191652625,0.007276911080290242,0.07738846225188517,-0.03929399849802242,0.007100185906318492,0.013132246807385823,-0.014856276992558485
FN019,2,-0.171966567814362,-0.1169005816574373,-0.20170647570888045,-0.24810893413725696,-0.17607300711470972,0.13794028967694633,0.04750134679861592,-0.17032011982907339,0.0903413663679546,0.03856189154149922,-0.04569701403996262,-0.14540320434974652,-0.018748727256053324,0.002538567807570327,-0.13090535794065994,-0.0797368870800783,-0.11287540224592703,-0.03127401351110491,-0.06390021259772068,-0.024845165908407147
FN020,2,-0.17507173043353985,-0.11184762880573418,-0.20220922259687346,-0.26938630918434286,-0.20023667509855703,0.1626394685834122,0.04602745391244829,-0.20766813652021182,0.10115114872780288,0.04089584890522653,-0.0342101168701938,-0.1388815149101337,0.003378500201452372,0.011169631160672568,-0.12827915411053784,-0.0398997728761039,-0.11620825535799895,-0.026724067541942512,-0.047256571093957374,-0.02970299103826322
FN021,2,-0.187823207487478,-0.21787122099661368,0.5850741098333913,-0.02159176302348406,-0.05159813203693611,0.02589276434799423,0.01159797298124994,-0.046937285851207246,0.04820375557739963,0.002209578646144557,-2.858039837941272e-05,-0.02313159664595563,0.04781106096731807,-0.037211687860445646,0.03715772646131034,-0.005595544950889762,-0.021129710998723465,-0.14506384526222565,0.005953651670818725,0.14729832541971052
FN022,2,-0.1989234583759027,-0.23044687523274615,0.6601279713977923,-0.014905780080238202,-0.04811229729972727,0.02291597453554897,0.013159379360277902,-0.057419056495437756,0.058967796696727116,0.023428608137288056,-0.022659342627394125,-0.03189556129747698,0.07002075911137717,-0.02554451590943755,0.04381761883194848,-0.006533354327297551,-0.06275528408184078,-0.21066615613532225,0.025750773554937344,0.19305917695352745
FN023,2,-0.13359009829419513,-0.05669869155581951,-0.10886938137099016,-0.05221860710560276,0.023147060202277796,-0.03910424268837709,0.004212035240997475,0.23040557680903304,0.15882618265315618,0.04858759012110784,-0.06488591257681879,-0.00314017108138401,0.10851856280891953,-0.03762214964929974,0.03359487039411369,0.04362383196441335,-0.013296253343906295,0.00240935892938769,-0.05650056661707642,-0.02454447056118426
FN024,2,-0.18902930898070688,-0.14051312545562228,-0.23954955289106775,-0.304614113681819,-0.19931722006320393,0.14382795125545084,0.06731075713248015,-0.26714597847416954,0.08701338899481939,0.040490800087577,-0.06672539733322397,-0.031992947265326165,0.07999733946386679,-0.011094683371807417,0.10401051959367445,0.03888455831219793,0.1286131037302641,0.03608828253949337,0.05349856984274886,0.09511629999020803
FN025,2,-0.1163505003884246,-0.06810033131632845,-0.06114586991427533,-0.06609472908426356,-0.0386169428369929,0.019914624489321957,-0.013597769074728847,0.0361485830171577,0.013839331653369587,-0.06463011377849491,0.16429522368725535,0.2658051552459778,0.02146007276465016,-0.10844486415207334,0.027670779779863243,-0.026783543647838293,0.033549060223527785,0.024287430519928842,-0.05141164498604859,0.04493392423887626
FN026,2,-0.09683691938565485,-0.038428036778013756,0.017342935820840316,0.01220551664242021,0.04580818210440081,-0.015780708526139237,-0.00977231344921,0.04944289988632358,-0.14035688892719086,-0.03872934988447415,0.04537241420275026,0.04423067619704371,-0.13078227901628375,0.005429205014621534,-0.1770314050145921,-0.08471858695346002,-0.06039664999849145,0.35218497480499816,0.44241228142754496,-0.0947890226523804
FN027,2,-0.13448371084650604,-0.07177444206520624,-0.11137967988340258,-0.056802468350093956,0.06302209137888058,-0.08380931935838207,-0.05134742595529868,0.40344129059162187,0.3827627437176342,0.06671874327004905,-0.031456229318317284,-0.043436127359020076,0.14412938408119805,0.07092854637111025,-0.15280134280903634,0.07768847802352111,0.033025426316967386,-0.00755544334533263,-0.06574301751530684,-0.010959989139460544
FN028,2,-0.11789216169337131,-0.0670864786029586,-0.03909132662285195,-0.05152649290487838,-0.013859701065026766,-0.0017247005295793801,-0.01695847359154935,0.043414512626701436,-0.05504410113353221,-0.09069021483555195,0.19850386107145418,0.4063485555244516,0.0706399694077186,-0.03851630453418569,-0.011897181479719196,0.006449994830908767,-0.013646493124859067,0.028053173034643553,-0.04597326122733144,-0.060643155423240946
FN029,2,-0.19071689532572933,-0.11937206847557612,-0.206673196372927,-0.25113172171558856,-0.14171594741311638,0.11084927013336768,0.05554141501455878,-0.1223839064109654,-0.010544786554030183,0.08382801466596103,-0.15966526284532565,-0.046913720953788776,0.1036673761876815,-0.11218595284248734,0.11921804336558632,-0.0035496817380900212,0.15238165535956516,0.02216637598475109,0.12132913181955765,0.08304153178581404
FN030,2,-0.1540824441711233,-0.07539041901874072,-0.12477197045705724,-0.06398109167529052,0.08356467468215466,-0.0747810381274703,-0.0027385744891158127,0.16573084439318536,-0.03617294272738308,0.049750762327027534,-0.20272615213617345,-0.037938349100101326,-0.013577188510793575,-0.2806026852251987,0.6175267480526143,-0.2457862286332834,-0.09612300627992926,0.1085872656831371,-0.056690499468739004,-0.1565609491138974
FN031,2,-0.15667756898121796,-0.09188026031310328,-0.1313487525053042,-0.08640602722494573,0.11931074889765132,-0.13148349133816378,-0.03277148163788722,0.4809854406200889,0.4325290550091341,0.07537819980029492,-0.06783333537005551,-0.0629240027952055,0.13217558887323588,0.05428571268209082,-0.05261138697042542,0.0449935292431469,0.020898880535824532,-0.02001799089624049,-0.07271947072025782,-0.016640678230697148
FN032,2,-0.1760924466515196,-0.13237075925209485,-0.15127250322503258,-0.25405443520419535,-0.21915862423271446,0.14761856796951336,0.010774024825078854,-0.15830621554600433,0.23520741267563108,-0.07458891221409267,0.24098951016061262,0.21691803255973227,0.03940178116983911,-0.07401673717649225,0.03854669052393711,0.01237574753501511,-0.012305906975278391,0.04988955133247612,-0.006284442416537413,0.025089368816694848
FN033,2,-0.14631710047395022,-0.15526818734553696,0.35642080386378816,-0.01961873373727898,-0.035283786714160985,0.004855038237456273,-0.0048574654643226255,-0.018062306906487535,0.03782420898600977,-0.009755789198952819,0.01584415239572894,0.011768457074945298,-0.005437879898537007,-0.0031798220230149343,0.009325809220010764,0.020324585563388644,-0.07806938784265943,-0.0854140279229006,0.007725945086891258,0.04298105718998818
